epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,680.159,0.73077,0.66187,1,0.86808,0.00023654,0.00023654,0.00023654
